depMapID,Name,BMGC_Disease_ID,BMGC_Disease_name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_name,xref_ORDO_name,depmap_match_1_disease,depmap_match_1_disease_name,depmap_match_2_disease,depmap_match_2_disease_name,ncit_match_1_disease,ncit_match_1_disease_name,ncit_match_2_disease,ncit_match_2_disease_name,ordo_match_1_disease,ordo_match_1_disease_name,ordo_match_2_disease,ordo_match_2_disease_name
ACH-000804,NB-1,BMGC_DS04071,medulloblastoma | primitive neuroectodermal tumor,metastasis,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_GZ01,Buccal mucosa squamous cell carcinoma,Squamous cell carcinoma of the oral cavity,BMGC_DS09012,peripheral ganglioneuroblastoma | peripheral nervous system ganglioneuroblastoma,BMGC_DS04071,medulloblastoma | primitive neuroectodermal tumor,BMGC_DS09059,rectum squamous cell carcinoma | squamous cell carcinoma of rectum,BMGC_DS05334,esophageal squamous cell carcinoma | esophagus squamous cell carcinoma,BMGC_DS20068,Squamous Cell Carcinoma of Head and Neck,BMGC_DS09059,rectum squamous cell carcinoma | squamous cell carcinoma of rectum
ACH-000805,COLO-679,BMGC_DS02930,cutaneous melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000806,L-540,BMGC_DS20405,hodgkin disease | hodgkins lymphoma,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_1362,Hodgkin lymphoma,Hodgkin lymphoma,BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin"
ACH-000809,KYSE-410,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000810,SK-MEL-30,BMGC_DS02930,cutaneous melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000811,SK-OV-3,BMGC_DS05345,ovarian serous cystadenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000812,COLO-783,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000814,Hs 939.T,BMGC_DS01559,melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000815,KM-H2,BMGC_DS20405,hodgkin disease | hodgkins lymphoma,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_1330,Hodgkin lymphoma,Hodgkin lymphoma,BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin"
ACH-000816,NCI-H524,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000817,RPMI 8226,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000818,BT-483,BMGC_DS07814,breast adenocarcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_2319,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000819,LN-18,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000821,EJM,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000822,SK-MEL-24,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000823,KYSE-140,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000824,KYSE-510,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000825,HOP-92,BMGC_DS00373,lung non-small cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,,,,,,,,,,,,,,,,
ACH-000826,CAL-12T,BMGC_DS00373,lung non-small cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,UNABLE TO CLASSIFY,,,,,,,,,,,,,,,
ACH-000827,WM-793,BMGC_DS02930,cutaneous melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000828,ZR-75-30,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1661,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000830,NCI-H1436,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000832,CAL 27,BMGC_DS20068,squamous cell carcinoma of head and neck,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1107,Tongue adenosquamous carcinoma,,BMGC_DS02556,Respiratory Tract Infections | Upper Respiratory Infections | respiratory tract infectious disorder,BMGC_DS05335,esophageal adenocarcinoma | esophagus adenocarcinoma,BMGC_DS05505,Schneiderian carcinoma | non-keratinizing sinonasal squamous cell carcinoma,BMGC_DS09075,sarcomatoid penile squamous cell carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000835,GCT,BMGC_DS05556,undifferentiated pleomorphic sarcoma,metastasis,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,soft_tissue,Soft_Tissue:Sarcoma_FibrousHistiocytoma,SARC,,,,,,,,,,,,,,,
ACH-000838,AMO-1,BMGC_DS01639,plasma cell myeloma,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,,,,,,,,,,,,,,,
ACH-000840,HCC-366,BMGC_DS20198,"carcinoma, non-small-cell lung",primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_2059,Lung adenosquamous carcinoma,,BMGC_DS08676,esophageal melanoma | esophagus melanoma,BMGC_DS07987,esophageal small cell neuroendocrine carcinoma | esophagus small cell carcinoma,BMGC_DS20073,Esophageal Squamous Cell Carcinoma,BMGC_DS05505,Schneiderian carcinoma | non-keratinizing sinonasal squamous cell carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000841,NCI-H2087,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000843,HARA,BMGC_DS20198,"carcinoma, non-small-cell lung",metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,BMGC_DS20081,"Mesothelioma, Malignant",BMGC_DS05385,hypopharynx squamous cell carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000846,FaDu,BMGC_DS20068,squamous cell carcinoma of head and neck,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1218,Hypopharyngeal squamous cell carcinoma,Squamous cell carcinoma of the hypopharynx,BMGC_DS02556,Respiratory Tract Infections | Upper Respiratory Infections | respiratory tract infectious disorder,BMGC_DS05335,esophageal adenocarcinoma | esophagus adenocarcinoma,BMGC_DS05334,esophageal squamous cell carcinoma | esophagus squamous cell carcinoma,BMGC_DS20073,Esophageal Squamous Cell Carcinoma,BMGC_DS09059,rectum squamous cell carcinoma | squamous cell carcinoma of rectum,BMGC_DS20073,Esophageal Squamous Cell Carcinoma
ACH-000847,HGC-27,BMGC_DS07051,gastric carcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000848,JHH-7,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000849,MDA-MB-468,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000852,NCI-H1435,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000853,NCI-H661,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000855,KYSE-150,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000856,CAL-51,BMGC_DS07015,breast carcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000857,CAL-85-1,BMGC_DS07015,breast carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000858,KNS-62,BMGC_DS02872,lung squamous cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000859,HCC1954,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000860,NCI-H358,BMGC_DS00367,minimally invasive lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000861,HOP-62,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,,,,,,,,,,,,,,,
ACH-000863,DBTRG-05MG,BMGC_DS05597,anaplastic astrocytoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000864,COLO 684,BMGC_DS05364,endometrial adenocarcinoma,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,,,,,,,,,,,,,,,
ACH-000865,KYSE-450,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000866,NCI-H1048,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000867,ChaGo-K-1,BMGC_DS00368,bronchogenic carcinoma,primary,carcinoma,lung_NSC,Lung:Others,UNABLE TO CLASSIFY,,,,,,,,,,,,,,,
ACH-000869,NCI-H1568,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000871,NCI-H510,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000873,KYSE-270,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000874,RS4;11,BMGC_DS20800,"leukemia, myeloid, acute",primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_0093,Adult B acute lymphoblastic leukemia,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS13122,B-cell acute lymphoblastic leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),BMGC_DS19513,B-lymphoblastic leukemia/lymphoma with t(7;9)(q11.2;p13.2)
ACH-000875,NCI-H2347,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000876,MDA-MB-415,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000878,HCC-15,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000879,MFE-296,BMGC_DS05364,endometrial adenocarcinoma,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,,,,,,,,,,,,,,,
ACH-000880,AGS,BMGC_DS05289,gastric adenocarcinoma,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000881,MEL-JUSO,BMGC_DS02930,cutaneous melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000882,IGR-1,BMGC_DS02930,cutaneous melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000883,SW 1783,BMGC_DS05597,anaplastic astrocytoma,primary,glioma,glioma,CNS:Glioma_HighGrade,LGG,,,,,,,,,,,,,,,
ACH-000885,TOV-21G,BMGC_DS09513,ovarian clear cell adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000886,NCI-H2009,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000888,NCI-H1793,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000890,SW 1271,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000892,NCI-H1563,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000893,NCI-H1651,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000894,NCI-H1869,BMGC_DS02872,lung squamous cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000895,CL-34,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000896,647-V,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000900,NCI-H23,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000902,CAL-148,BMGC_DS07015,breast carcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000903,FTC-133,BMGC_DS04082,thyroid gland follicular carcinoma,metastasis,carcinoma,thyroid,Thyroid:Carcinoma,THCA,,,,,,,,,,,,,,,
ACH-000905,5637,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000906,ES-2,BMGC_DS09513,ovarian clear cell adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000910,MDA-MB-453,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000911,NUGC-3,BMGC_DS05289,gastric adenocarcinoma,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000913,ESS-1,BMGC_DS04048,endometrioid stromal sarcoma,primary,carcinoma,endometrium,Endometrium:Others,UCEC,,,,,,,,,,,,,,,
ACH-000914,HT,BMGC_DS02693,diffuse large b-cell lymphoma,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000915,IPC-298,BMGC_DS02930,cutaneous melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000916,NCI-H1573,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000917,TE-4,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000918,MOLT-16,BMGC_DS20800,"leukemia, myeloid, acute",primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1424,Childhood T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-000919,IM95,BMGC_DS05289,gastric adenocarcinoma,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000920,CML-T1,BMGC_DS01409,"chronic myelogenous leukemia, bcr-abl1 positive",primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,,,,,,,,,,,,,,,
ACH-000922,RCH-ACV,BMGC_DS20800,"leukemia, myeloid, acute",primary,lymphoid_neoplasm,leukemia_other,Leukemia:ALL,ALL,CVCL_1851,Childhood B acute lymphoblastic leukemia,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS20478,"Leukemia, Megakaryoblastic, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS13122,B-cell acute lymphoblastic leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),BMGC_DS06807,acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22)
ACH-000924,NCI-H2172,BMGC_DS00373,lung non-small cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,UNABLE TO CLASSIFY,,,,,,,,,,,,,,,
ACH-000926,HT55,BMGC_DS08359,colorectal adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1294,Rectal adenocarcinoma,,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS08620,colon squamous cell carcinoma | squamous cell carcinoma of colon,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS05340,rectum mucinous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000927,BT-474,BMGC_DS07814,breast adenocarcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0179,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000929,NCI-H2110,BMGC_DS00373,lung non-small cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Others,UNABLE TO CLASSIFY,,,,,,,,,,,,,,,
ACH-000930,HCC1569,BMGC_DS08035,breast ductal carcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000932,SNU-1,BMGC_DS05289,gastric adenocarcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000934,MDA-MB-361,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,,,,,,,,,,,,,,,
ACH-000935,MDST8,BMGC_DS07050,colon carcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000936,EFO-27,BMGC_DS08970,ovarian mucinous adenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000937,PF-382,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,metastasis,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1641,Childhood T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-000938,NALM-6,BMGC_DS06157,precursor b-cell acute lymphoblastic leukemia,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,,,,,,,,,,,,,,,
ACH-000939,SK-UT-1,BMGC_DS05401,leiomyosarcoma of the corpus uteri,primary,leiomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Leiomyo,SARC,,,,,,,,,,,,,,,
ACH-000940,AN3 CA,BMGC_DS00010,acanthosis nigricans,metastasis,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,,,,,,,,,,,,,,,
ACH-000943,RKO,BMGC_DS07050,colon carcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000944,NAMALWA,BMGC_DS00331,burkitt lymphoma,primary,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000945,NCI-H650,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000947,OVK18,BMGC_DS06034,ovarian endometrioid adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000948,23132/87,BMGC_DS05289,gastric adenocarcinoma,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000949,TGBC11TKB,BMGC_DS07051,gastric carcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000950,LoVo,BMGC_DS05624,colon adenocarcinoma,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000951,NCI-H2342,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000953,SUP-T1,BMGC_DS02694,t-cell non-hodgkin lymphoma,metastasis,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,,,,,,,,,,,,,,,
ACH-000955,SNU-407,BMGC_DS05624,colon adenocarcinoma,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000956,22Rv1,BMGC_DS06988,prostate carcinoma,primary,carcinoma,prostate,Prostate:Carcinoma,PRAD,,,,,,,,,,,,,,,
ACH-000957,LS 180,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000958,SW48,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000960,Reh,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_1650,Childhood B acute lymphoblastic leukemia,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS06807,acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22),BMGC_DS13122,B-cell acute lymphoblastic leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)
ACH-000962,OC 314,BMGC_DS08978,ovarian serous adenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000963,CCK-81,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000965,RL95-2,BMGC_DS09171,endometrial adenocarcinoma | endometrial endometrioid adenocarcinoma,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_0505,Endometrial adenosquamous carcinoma,,BMGC_DS06034,endometrioid ovary carcinoma | ovarian endometrioid adenocarcinoma,BMGC_DS09171,endometrial adenocarcinoma | endometrial endometrioid adenocarcinoma,BMGC_DS06034,endometrioid ovary carcinoma | ovarian endometrioid adenocarcinoma,BMGC_DS09171,endometrial adenocarcinoma | endometrial endometrioid adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000966,IGROV1,BMGC_DS06034,ovarian endometrioid adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000968,COLO 792,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000969,KM12,BMGC_DS07050,colon carcinoma,primary,carcinoma,colorectal,,COAD/READ,,,,,,,,,,,,,,,
ACH-000970,SNU-C5,BMGC_DS08517,cecum adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
