depMapID,CCLE_ID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code
ACH-000506,NCIH146_LUNG,NCI-H146,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,59.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,Suspension; multicell aggregates,RPMI+10%FBS,,5%DMSO,,123.4,lung_small_cell,lung_small_cell,Lung:SCLC,126.0743491,SCLC
ACH-000508,CORL88_LUNG,COR-L88,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,55.0,caucasian,,Caucasian,,,CCLE,ECACC,,,,,,,lung_small_cell,lung_small_cell,Lung:SCLC,132.5932561,SCLC
ACH-000510,NCIH1299_LUNG,NCI-H1299,metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,43.0,caucasian,,Caucasian,lymph_node,lung_cancer,CCLE,ATCC,Adherent,RPMI-1640+10%FBS,,5% DMSO,,47.4,lung_NSC,lung_NSC,Lung:NSCLC_Others,136.1844623,
ACH-000514,NCIH1092_LUNG,NCI-H1092,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,67.0,caucasian,,Caucasian,bone_marrow,,CCLE,ATCC,Suspension,RPMI-1640 + 5% FBS,"5ug/ml insulin, 10ug/ml transferrin, 3.0x10^-8 M Na Selenite (added 5ml Insulin-Transferrin-Selenium); 1.0x10^-8 M Hydrocortisone, 1.0x10^-8 beta estradiol, 2mM L-glutamine, 10mM HEPES",5%DMSO,,107.4,lung_small_cell,lung_small_cell,Lung:SCLC,122.759174,SCLC
ACH-000515,HCC33_LUNG,HCC-33,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,52.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,DSMZ,ROUND TO OVOID CELLS GROWING SINGLY OR IN CLUMPS,RPMI-1640+20% FBS,,5% DMSO,40 hrs,93.7,lung_small_cell,lung_small_cell,Lung:SCLC,126.7459796,SCLC
ACH-000516,CAL78_BONE,CAL-78,primary,bone,NS,NS,NS,chondrosarcoma,dedifferentiated,NS,NS,male,,76.0,,,Caucasian,,chondrosarcoma,CCLE,DSMZ,"Adherent fibroblast, extremely slow. A lot of debris present",RPMI+20%FBS,,10%DMSO,240hrs,117.7,chondrosarcoma,chondrosarcoma,Bone:Sarcoma_Chondro,104.7531753,SARC
ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,CAL-33,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,69.0,,,Caucasian,,,CCLE,DSMZ,epitheloid cells growing adherent in monolayers,DMEM+10% FBS,2mM L-glutamine,5%DMSO,30-40hrs,24.8,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,127.7052288,HNSC
ACH-000521,NCIH2030_LUNG,NCI-H2030,metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,,,,Caucasian,lymph_node,,CCLE,ATCC,adherent; epithelial,RPMI-1640+10%FBS,,5% DMSO,,57.4,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,113.2454435,LUAD
ACH-000522,UMUC3_URINARY_TRACT,UM-UC-3,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,,,,,Caucasian,,bladder_cancer,CCLE,ATCC,Adherent epithelial,EMEM +10%FBS,,5%DMSO,,386.7,urinary_tract,urinary_tract,Bladder:Carcinoma,124.7079624,BLCA
ACH-000524,KURAMOCHI_OVARY,KURAMOCHI,metastasis,ovary,NS,NS,NS,carcinoma,undifferentiated_carcinoma,NS,NS,female,,,asian,,Asian,,,CCLE,GNF,,,,,,,ovary,ovary,Ovary:Carcinoma,130.3578322,UNABLE TO CLASSIFY
ACH-000525,NCIH2171_LUNG,NCI-H2171,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,50.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,Suspension; floating clusters,DMEM:F12+5% FBS,"5ug/ml insulin, 10ug/ml transferrin, 30nM Na Selenite, 10nM Hydrocortisone, 10nM Beta-estradiol, 10mM HEPES, 2mM L-glutamine",5% DMSO,,86.1,lung_small_cell,lung_small_cell,Lung:SCLC,123.3168857,SCLC
ACH-000527,OVISE_OVARY,OVISE,metastasis,ovary,NS,NS,NS,carcinoma,clear_cell_carcinoma,NS,NS,female,,40.0,asian,japan,Asian,bone,Ovarian Cancer,CCLE,HSSRB,,RPMI-1640 + 10% FBS,,5%DMSO,,58.5,ovary,ovary,Ovary:Carcinoma,166.3965156,OV
ACH-000528,ABC1_LUNG,ABC-1,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,47.0,,,Asian,,lung_cancer,CCLE,HSRRB,Adherent; 0.25% TRYPSIN,EMEM+10% FBS,,5% DMSO,,40.12291,lung_NSC,lung_NSC,Lung:NSCLC_Others,146.9349526,LUAD
ACH-000530,DMS114_LUNG,DMS 114,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,68.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,Adherent,Waymouth MB 7521 medium+10%FBS,,5%DMSO,,77.7,lung_small_cell,lung_small_cell,Lung:SCLC,140.1947167,SCLC
ACH-000532,SNU61_LARGE_INTESTINE,SNU-61,primary,large_intestine,colon,NS,NS,carcinoma,NS,NS,NS,male,,48.0,asian,,Asian,,,CCLE,KCLB,epithelial; monolayer,"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%",25mM Hepes and 25mM NaHCo3,,39 hrs,,colorectal,colorectal,Colorectal:Carcinoma,150.4874262,COAD/READ
ACH-000534,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSU-DLCL2,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,41.0,caucasian,,Caucasian,pleura,diffuse large cell lymphoma non-cleaved type,CCLE,DSMZ,supension,RPMI-1640 + 10% FBS,,10%DMSO,,49.3,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,100.8372372,DLBC
ACH-000535,BXPC3_PANCREAS,BxPC-3,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,61.0,,,Caucasian,,,CCLE,NIBRI,,,,,,,pancreas,pancreas,Pancreas:Carcinoma,127.6408716,PAAD
ACH-000536,BT20_BREAST,BT-20,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,74.0,caucasian,,Caucasian,,breast_cancer,CCLE,NIBRI,,,,,,,breast,breast,Breast:Carcinoma,114.1400879,BRCA
ACH-000538,HUTU80_SMALL_INTESTINE,HuTu 80,primary,small_intestine,duodenum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,53.0,caucasian,,African_american,,,CCLE,NIBRI,,,,,,,other,other,,129.2237006,
ACH-000544,OE21_OESOPHAGUS,OE21,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,74.0,,,Caucasian,,oesophageal squamous cell carcinoma,CCLE,HPACC,ADHERENT EPITHELIAL;,RPMI-1640+10% FBS,2mM L-GLUTAMINE,5%DMSO,,59.0,esophagus,esophagus,Oesophagus:Carcinoma,108.4608605,ESCA
ACH-000545,VMCUB1_URINARY_TRACT,VM-CUB1,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,,,,,Caucasian,,,CCLE,DSMZ,Adherent,DMEM +10%FBS,,0.05,,63.3,urinary_tract,urinary_tract,Bladder:Carcinoma,98.84264251,BLCA
ACH-000546,HSC4_UPPER_AERODIGESTIVE_TRACT,HSC-4,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,64.0,,,Asian,,,CCLE,HSSRB,epithelial-like,Eagle's minimal essential medium with 10% calf serum (FCS can be used),,,,,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,148.2821902,HNSC
ACH-000547,HT1197_URINARY_TRACT,HT-1197,primary,urinary_tract,bladder,NS,NS,carcinoma,NS,NS,NS,male,,44.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,urinary_tract,urinary_tract,Bladder:Carcinoma,122.3953732,BLCA
ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,BHY,primary,upper_aerodigestive_tract,head_neck,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,52.0,asian,,Asian,,,CCLE,DSMZ,"epithelial- like polygonal or round and flat cells (sometimes spindle- form, very heterogenous) growing in monolayers",DMEM + 10% FBS,,10%DMSO,~  70 hrs,67.6,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,158.748475,HNSC
ACH-000551,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,K-562,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,Ph_positive,NS,female,,53.0,,,Caucasian,pleura,leukaemia,CCLE,ATCC,SUSPENSION,RPMI-1640+10%FBS,10mM L-GLUTAMINE,5%DMSO,,53.2,CML,CML,Leukemia:CML,131.2836569,LCML
ACH-000552,HT29_LARGE_INTESTINE,HT-29,primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,44.0,caucasian,,Caucasian,,colon_cancer,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,110.863065,COAD/READ
ACH-000554,UACC893_BREAST,UACC-893,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,57.0,caucasian,,Caucasian,,breast_cancer,CCLE,ATCC,Adherent Epithelial,L15+10%FBS,,5%DMSO,,,breast,breast,Breast:Carcinoma,114.8285989,BRCA
ACH-000555,A498_KIDNEY,A-498,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,,52.0,,,Caucasian,,renal_cell_carcinoma,CCLE,,adherent,EMEM+10%FBS,,5%DMSO,,53.6,kidney,kidney,Kidney:Carcinoma,108.0383796,KIRC
ACH-000558,A172_CENTRAL_NERVOUS_SYSTEM,A172,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,53.0,,,Caucasian,,brain_cancer,CCLE,ATCC,Adherent,DMEM +10%FBS,,5%DMSO,,67.5,glioma,glioma,CNS:Glioma_HighGrade,135.6190716,GBM
ACH-000559,NCIH1836_LUNG,NCI-H1836,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,52.0,caucasian,,Caucasian,,,CCLE,ATCC,Mixed Line,DMEM:HAM's F12  1:1 + 5 % FBS,".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine",5%DMSO,,183.9,lung_small_cell,lung_small_cell,Lung:SCLC,,SCLC
ACH-000560,ECC10_STOMACH,ECC10,metastasis,stomach,NS,NS,NS,carcinoma,small_cell_adenocarcinoma,NS,NS,,,,,,Asian,liver,,CCLE,RIKEN,other,RPMI 1640 +10%FBS,,,,,stomach,stomach,Gastric:Carcinoma,158.8387503,STAD
ACH-000562,HCC78_LUNG,HCC-78,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,65.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,DSMZ,Adhrent and aggregates; dt=60-70hrs,RPMI-1640+10%FBS,,10% DMSO,60-70 hrs,33.0,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,101.6889757,LUAD
ACH-000563,EBC1_LUNG,EBC-1,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,69.0,,,Asian,,lung_cancer,CCLE,RIKEN,"ADHERENT, EPITHIAL-LIKE",MEM+10%FBS,,5% DMSO,,80.5,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,161.3592702,LUSC
ACH-000565,RCM1_LARGE_INTESTINE,RCM-1,primary,large_intestine,rectum,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,73.0,,,Asian,,rectum; adenocarcinoma; well differentiated,CCLE,HSSRB,ADHERENT,RPMI:F12 1:1+10% FBS,,5% DMSO,70hrs,68.5,colorectal,colorectal,Colorectal:Carcinoma,132.1193181,COAD/READ
ACH-000566,SW1710_URINARY_TRACT,SW-1710,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,,84.0,caucasian,,Caucasian,,,CCLE,DSMZ,Adherent epithelial monolayer,DMEM + 15% FBS,,10% DMSO,,46.1,urinary_tract,urinary_tract,Bladder:Carcinoma,113.5397743,BLCA
ACH-000567,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ST486,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,female,,,,,Caucasian,ascites,,CCLE,NIBRI,,,,,,,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,91.43886081,DLBC
ACH-000568,UACC812_BREAST,UACC-812,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,43.0,,,Caucasian,,invasive_ductal_carcinoma,CCLE,ATCC,"mostly adherent epithelial, some clusters in suspension",RPMI-1640 + 20% FBS,,5%DMSO,,219.2,breast,breast,Breast:Carcinoma,117.5512763,BRCA
ACH-000569,ISTMES1_PLEURA,IST-MES1,primary,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,female,,70.0,caucasian,,Caucasian,,,CCLE,GNF,,,,,,,mesothelioma,mesothelioma,Lung:Mesothelioma,114.6441614,MESO
ACH-000570,YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,primary,central_nervous_system,temporal_lobe,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,,,,,Asian,,Brain Cancer,CCLE,GNF,,,,,,,glioma,glioma,CNS:Glioma_HighGrade,162.4755531,GBM
ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,T98G,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,61.0,caucasian,,Caucasian,,brain_cancer,CCLE,ATCC,adherent fibroblast,EMEM+10% FBS,,5% DMSO,,37.0,glioma,glioma,CNS:Glioma_HighGrade,130.3439871,GBM
ACH-000572,G361_SKIN,G-361,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,31.0,caucasian,,Caucasian,,,CCLE,ATCC,ADHERENT EPITHELIAL;,McCoy's 5A +10%FBS,,5% DMSO,,45.2,melanoma,melanoma,Skin:Melanoma,131.5867088,SKCM
ACH-000573,MDAMB436_BREAST,MDA-MB-436,metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,,43.0,caucasian,,Caucasian,pleura,breast_cancer,CCLE,ATCC,Adherent,RPMI-1640 + 10% FBS,10ug/ml bovine insulin; 16ug/ml glutathione,5%DMSO,,58.6,breast,breast,Breast:Carcinoma,151.8206873,BRCA
ACH-000574,FUOV1_OVARY,FU-OV-1,primary,ovary,NS,NS,NS,carcinoma,serous_carcinoma,NS,NS,female,,65.0,asian,japan,Asian,,ovarian_cancer,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,168.063347,OV
ACH-000577,JHH2_LIVER,JHH-2,metastasis,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,57.0,asian,japan,Asian,ascites,,CCLE,HSRRB,Adherent,EMEM +10 % FBS,,5%DMSO,,99.1,liver,liver,Liver:HCC,200.1671139,LIHC
ACH-000579,UACC257_SKIN,UACC-257,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,,,,,,Caucasian,,melanoma,CCLE,NCI/DCTD,,RPMI-1640+10% FBS,,5% DMSO,,40.9,melanoma,melanoma,Skin:Melanoma,116.3503166,SKCM
ACH-000580,C32_SKIN,C32,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,53.0,caucasian,,Caucasian,,,CCLE,ATCC,ADHERENT,EMEM+10%FBS,,5% DMSO,,59.0,melanoma,melanoma,Skin:Melanoma,125.507998,SKCM
ACH-000581,SNU16_STOMACH,SNU-16,metastasis,stomach,NS,NS,NS,carcinoma,undifferentiated_adenocarcinoma,NS,NS,female,,33.0,asian,,Asian,ascites,,CCLE,NIBRI,,,,,,,stomach,stomach,Gastric:Carcinoma,154.3977156,STAD
ACH-000583,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,,,,Caucasian,pleura,undifferentiated B lymphoma,CCLE,ATCC,SUSPENSION LYMPHOBLASTS,RPMI-1640+20%FBS,,5%DMSO,26-28 hrs,44.4,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,132.9188091,DLBC
ACH-000584,JHOS4_OVARY,JHOS-4,primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,44.0,asian,,Asian,,,CCLE,RIKEN,,DMEM:F12 + 10% FBS,0.1 mM NEAA,5% DMSO,,127.3,ovary,ovary,Ovary:Carcinoma,160.5655743,OV
ACH-000585,EPLC272H_LUNG,EPLC-272H,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,57.0,caucasian,,Caucasian,,,CCLE,DSMZ,,RPMI-1640+20% FBS,,5%DMSO,,79.1,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,144.8513809,LUSC
ACH-000586,NCIH1876_LUNG,NCI-H1876,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,59.0,caucasian,,Caucasian,lymph_node,,CCLE,ATCC,Adherent epithelial,DMEM:HAM's F12  1:1  +10% FBS,"5ug/ml insulin, 10ug/ml transferrin, 3.0x10^-8 M Na Selenite (added 5ml Insulin-Transferrin-Selenium); 1.0x10^-8 M Hydrocortisone, 1.0x10^-8 beta estradiol, 2mM L-glutamine, 10mM HEPES",5%DMSO,,72.5,lung_small_cell,lung_small_cell,Lung:SCLC,136.0086473,SCLC
ACH-000587,NCIH1975_LUNG,NCI-H1975,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,,,,,Caucasian,,lung_cancer,CCLE,ATCC,ADHERENT EPITHELIAL;,RPMI-1640+10%FBS,,5%DMSO,,52.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,121.5085676,LUAD
ACH-000589,NCIH1437_LUNG,NCI-H1437,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,6.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,ATCC,Adherent,RPMI+10%FBS,,5% DMSO,,48.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,126.2080661,LUAD
ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,,60.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,glioma,glioma,CNS:Glioma_HighGrade,139.4221578,GBM
ACH-000596,LCLC97TM1_LUNG,LCLC-97TM1,primary,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,,44.0,caucasian,,Caucasian,,,CCLE,DSMZ,"adherent epitheloid cells densely packed in islets,growing as monolayers",80% RPMI 1640 + 20% h. i. FBS,,,> 50 hrs,,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,147.9145815,
ACH-000599,PATU8902_PANCREAS,PA-TU-8902,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,44.0,,,Caucasian,,,CCLE,DSMZ,Epithelial Adherent cells in monolayer,DMEM + 10%FBS,2mM L-Glutamine,10%DMSO,,57.6,pancreas,pancreas,Pancreas:Carcinoma,140.2362937,PAAD
ACH-000601,MIAPACA2_PANCREAS,MIA PaCa-2,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,65.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,pancreas,pancreas,Pancreas:Carcinoma,139.6416545,PAAD
ACH-000603,BEN_LUNG,BEN,metastasis,lung,NS,NS,NS,carcinoma,NS,NS,NS,male,,71.0,,,Caucasian,lymph_node,,CCLE,DSMZ,"Adherent, epitheloid cells growing in monolayers",90% Dulbecco'sMEM(4.5g/l glucose) +10% h.i.FBS,,10%DMSO,~  40-50 hrs,58.8,lung_NSC,lung_NSC,Lung:Others,138.0393183,UNABLE TO CLASSIFY
ACH-000605,TE6_OESOPHAGUS,TE-6,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,,,,,,Asian,,,CCLE,RIKEN,epithelial-like,RPMI 1640 +10%FBS,,,,,esophagus,esophagus,Oesophagus:Carcinoma,151.5654424,ESCA
ACH-000607,KYM1_SOFT_TISSUE,KYM-1,primary,soft_tissue,striated_muscle,NS,NS,rhabdomyosarcoma,NS,NS,NS,,,1.0,asian,,Asian,,,CCLE,NIBRI,,,,,,,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,189.0330306,SARC
ACH-000609,SF126_CENTRAL_NERVOUS_SYSTEM,SF126,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma,NS,NS,,,,,,Caucasian,,,CCLE,HSSRB,fibroblast-like,Eagle's minimal essential medium with 10% fetal bovine serum,,,,,glioma,glioma,CNS:Glioma,136.2988662,GBM
ACH-000610,NCIH2227_LUNG,NCI-H2227,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,54.0,caucasian,,Caucasian,,,CCLE,ATCC,mixed,DMEM:HAM's F12  1:1  +5% FBS,"0.005 mg/ml Insulin, 0.01 mg/ml transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 1 mM L-glutamine",5%DMSO,,187.6,lung_small_cell,lung_small_cell,Lung:SCLC,136.788956,SCLC
ACH-000611,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,43.0,,,Caucasian,peritoneum,B-cell non-Hodgkin lymphoma,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 20% FBS,,5% DMSO,,48.0,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,128.1284701,DLBC
ACH-000613,HOS_BONE,HOS,primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,female,,13.0,caucasian,,Caucasian,,,CCLE,GNF,,,,,,,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,127.9796713,SARC
ACH-000614,RVH421_SKIN,RVH-421,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,28.0,caucasian,europe,Caucasian,brain,,CCLE,,Adherent,RPMI1640+10%FBS,,5%DMSO,,49.5,melanoma,melanoma,Skin:Melanoma,,SKCM
ACH-000615,SKMEL28_SKIN,SK-MEL-28,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,51.0,,,Caucasian,,skin_cancer,CCLE,NIBRI,,,,,,,melanoma,melanoma,Skin:Melanoma,124.5888771,SKCM
ACH-000616,HS746T_STOMACH,Hs 746T,metastasis,stomach,NS,NS,NS,carcinoma,NS,NS,NS,male,,74.0,caucasian,,Caucasian,muscle,,CCLE,NIBRI,,,,,,,stomach,stomach,Gastric:Carcinoma,130.8366927,STAD
ACH-000617,OVCAR4_OVARY,OVCAR-4,primary,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,,42.0,,,Caucasian,,ovarian_cancer,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,151.2441609,OV
ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,PE/CA-PJ15,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,45.0,,,Caucasian,,,CCLE,ECACC,,,,,,,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,142.3040162,HNSC
ACH-000620,JHH1_LIVER,JHH-1,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,50.0,asian,japan,Asian,,,CCLE,HSRRB,Epithelial-like,Williams E Medium + 10%FBS,,,,130.0,liver,liver,Liver:HCC,184.9301198,LIHC
ACH-000621,MDAMB157_BREAST,MDA-MB-157,metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,medullary,NS,female,,44.0,african_american,,African_american,pleura,breast_cancer,CCLE,ATCC,Adherent,RPMI+10%FBS,,5%DMSO,,106.4,breast,breast,Breast:Carcinoma,136.815293,BRCA
ACH-000622,KNS42_CENTRAL_NERVOUS_SYSTEM,KNS-42,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,male,,16.0,,,Asian,,,CCLE,HSSRB,Adherent,EMEM + 5% FBS,,5% DMSO,,79.7,glioma,glioma,CNS:Glioma,168.9199906,LGG
ACH-000624,HCC1806_BREAST,HCC1806,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,squamous_cell_carcinoma,NS,female,,60.0,african_american,,African_american,,breast_cancer,CCLE,NIBRI,,,,,,,breast,breast,Breast:Carcinoma,134.9305217,BRCA
ACH-000625,HEP3B217_LIVER,Hep 3B2.1-7,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,8.0,african_american,,African_american,,hepatocellular_cancer,CCLE,,adherent,EMEM+10%FBS,,5%DMSO,,,liver,liver,Liver:HCC,135.4595398,LIHC
ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U266B1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,53.0,,,Caucasian,,myeloma,CCLE,ATCC,Suspension Lymphoblast,RPMI1640+15%FBS,,5%DMSO,,198.1,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,125.3581906,MM
ACH-000627,LCLC103H_LUNG,LCLC-103H,metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,,61.0,caucasian,,Caucasian,pleura,,CCLE,DSMZ,"pleomorphic, gigantic, adherent cells growing as monolayer",90% RPMI 1640 +10%  h. i. FBS,,,~  40 hrs,,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,133.4069632,
ACH-000628,NCIH596_LUNG,NCI-H596,primary,lung,NS,NS,NS,carcinoma,mixed_adenosquamous_carcinoma,NS,NS,male,,73.0,caucasian,,Caucasian,,,CCLE,ATCC,adherent,RPMI-1640+10% FBS,,5% DMSO,,156.9,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,130.0234562,LUAD
