depMapID,Name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_ID,xref_NCIt_name,NCIt_BMGC_ID,NCIt_BMGC_name,xref_ORDO_ID,xref_ORDO_name,ORDO_BMGC_ID,ORDO_BMGC_name
ACH-000900,NCI-H23,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1547,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000902,CAL-148,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1106,NCIt:C4872,Breast carcinoma,BMGC_DS07015,breast carcinoma,,,,
ACH-000903,FTC-133,metastasis,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1219,NCIt:C8054,Thyroid gland follicular carcinoma,BMGC_DS04082,thyroid gland follicular carcinoma,ORDO:Orphanet_146,Differentiated thyroid carcinoma,BMGC_DS09186,differentiated thyroid carcinoma
ACH-000905,5637,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_0126,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000906,ES-2,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3509,NCIt:C40078,Ovarian clear cell adenocarcinoma,BMGC_DS09513,ovarian clear cell adenocarcinoma,ORDO:Orphanet_398971,Clear cell adenocarcinoma of the ovary,,
ACH-000910,MDA-MB-453,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0418,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000911,NUGC-3,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1612,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000913,ESS-1,primary,carcinoma,endometrium,Endometrium:Others,UCEC,CVCL_1205,NCIt:C8973,Endometrioid stromal sarcoma,BMGC_DS04048,endometrioid stromal sarcoma,ORDO:Orphanet_213711,Endometrial stromal sarcoma,BMGC_DS04048,endometrial stromal sarcoma
ACH-000914,HT,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1290,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000915,IPC-298,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1307,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000916,NCI-H1573,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1478,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000917,TE-4,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_3337,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000918,MOLT-16,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1424,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000919,IM95,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_2961,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000920,CML-T1,primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_1126,NCIt:C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS01409,"chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000922,RCH-ACV,primary,lymphoid_neoplasm,leukemia_other,Leukemia:ALL,ALL,CVCL_1851,NCIt:C9140,Childhood B acute lymphoblastic leukemia,,,ORDO:Orphanet_585956,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),,
ACH-000924,NCI-H2172,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,UNABLE TO CLASSIFY,CVCL_1537,NCIt:C2926,Lung non-small cell carcinoma,BMGC_DS00373,lung non-small cell carcinoma,,,,
ACH-000927,BT-474,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0179,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000929,NCI-H2110,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Others,UNABLE TO CLASSIFY,CVCL_1530,NCIt:C2926,Lung non-small cell carcinoma,BMGC_DS00373,lung non-small cell carcinoma,,,,
ACH-000930,HCC1569,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1255,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000932,SNU-1,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0099,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000934,MDA-MB-361,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0620,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000935,MDST8,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_2588,NCIt:C4910,Colon carcinoma,BMGC_DS07050,colon carcinoma,,,,
ACH-000936,EFO-27,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1192,NCIt:C5243,Ovarian mucinous adenocarcinoma,BMGC_DS08970,ovarian mucinous adenocarcinoma,ORDO:Orphanet_398961,Mucinous adenocarcinoma of ovary,,
ACH-000937,PF-382,metastasis,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1641,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000938,NALM-6,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_0092,NCIt:C9143,Adult B acute lymphoblastic leukemia,,,ORDO:Orphanet_99860,Precursor B-cell acute lymphoblastic leukemia,BMGC_DS06157,precursor B-cell acute lymphoblastic leukemia
ACH-000939,SK-UT-1,primary,leiomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Leiomyo,SARC,CVCL_0533,NCIt:C6340,Uterine corpus leiomyosarcoma,,,ORDO:Orphanet_213625,Leiomyosarcoma of the corpus uteri,BMGC_DS05401,leiomyosarcoma of the corpus uteri
ACH-000943,RKO,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0504,NCIt:C4910,Colon carcinoma,BMGC_DS07050,colon carcinoma,,,,
ACH-000945,NCI-H650,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1575,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000947,OVK18,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3770,NCIt:C7979,Ovarian endometrioid adenocarcinoma,BMGC_DS06034,ovarian endometrioid adenocarcinoma,ORDO:Orphanet_454723,Endometrioid carcinoma of ovary,,
ACH-000948,23132/87,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1046,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000949,TGBC11TKB,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1768,NCIt:C4911,Gastric carcinoma,BMGC_DS07051,gastric carcinoma,,,,
ACH-000950,LoVo,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0399,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000951,NCI-H2342,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1549,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000953,SUP-T1,metastasis,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1714,NCIt:C7210,Childhood T lymphoblastic lymphoma,,,ORDO:Orphanet_171918,T-cell non-Hodgkin lymphoma,BMGC_DS02694,T-cell non-Hodgkin lymphoma
ACH-000955,SNU-407,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5058,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000956,22Rv1,primary,carcinoma,prostate,Prostate:Carcinoma,PRAD,CVCL_1045,NCIt:C4863,Prostate carcinoma,BMGC_DS06988,prostate carcinoma,,,,
ACH-000958,SW48,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1724,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000960,Reh,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_1650,NCIt:C9140,Childhood B acute lymphoblastic leukemia,,,ORDO:Orphanet_585929,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),,
ACH-000962,OC 314,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1616,NCIt:C7550,Ovarian serous adenocarcinoma,BMGC_DS08978,ovarian serous adenocarcinoma,,,,
ACH-000963,CCK-81,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_2873,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000965,RL95-2,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_0505,NCIt:C114656,Endometrial adenosquamous carcinoma,,,,,,
ACH-000968,COLO 792,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1134,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000969,KM12,primary,carcinoma,colorectal,,COAD/READ,CVCL_1331,NCIt:C4910,Colon carcinoma,BMGC_DS07050,colon carcinoma,,,,
ACH-000970,SNU-C5,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5112,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-000971,HCT 116,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0291,NCIt:C4910,Colon carcinoma,BMGC_DS07050,colon carcinoma,,,,
ACH-000974,SNG-M,metastasis,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_1707,NCIt:C7359,Endometrial adenocarcinoma,BMGC_DS05364,endometrial adenocarcinoma,,,,
ACH-000977,LNCaP clone FGC,metastasis,carcinoma,prostate,Prostate:Carcinoma,PRAD,CVCL_1379,NCIt:C4863,Prostate carcinoma,BMGC_DS06988,prostate carcinoma,,,,
ACH-000978,EN,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_2034,NCIt:C7558,Endometrial carcinoma,BMGC_DS04086,endometrial carcinoma,,,,
ACH-000980,NCI-H1155,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1456,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000981,DND-41,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_2022,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000983,KCL-22,metastasis,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_2091,NCIt:C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS01409,"chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000985,LS411N,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1385,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-000986,HT115,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_2520,NCIt:C4910,Colon carcinoma,BMGC_DS07050,colon carcinoma,,,,
ACH-000987,MeWo,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0445,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000988,MFE-319,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_2112,NCIt:C114656,Endometrial adenosquamous carcinoma,,,,,,
ACH-000989,SNU-175,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5031,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000991,SNU-81,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5098,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000998,CW-2,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1151,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000999,SNU-1040,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5003,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-001016,Becker,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1093,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-001023,CGTH-W-1,metastasis,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1120,NCIt:C46008,Thyroid gland squamous cell carcinoma,,,ORDO:Orphanet_100088,Thyroid carcinoma,,
ACH-001024,CHL-1,primary,malignant_melanoma,melanoma,,SKCM,CVCL_1122,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-001039,COLO 205,metastasis,carcinoma,colorectal,,COAD/READ,CVCL_0218,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-001049,CPC-N,metastasis,carcinoma,lung_small_cell,,SCLC,CVCL_1146,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-001063,DOV13,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_6774,NCIt:C7700,Ovarian adenocarcinoma,BMGC_DS07934,ovarian adenocarcinoma,ORDO:Orphanet_213504,Adenocarcinoma of ovary,,
ACH-001075,NCI-H292,metastasis,carcinoma,lung_NSC,Lung:Others,,CVCL_0455,NCIt:C45544,Lung mucoepidermoid carcinoma,,,,,,
ACH-001089,HLE,primary,carcinoma,liver,,LIHC,CVCL_1281,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-001106,KOPN-8,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_1866,NCIt:C9140,Childhood B acute lymphoblastic leukemia,,,ORDO:Orphanet_585918,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),,
ACH-001107,KP-1N,metastasis,carcinoma,pancreas,,PAAD,CVCL_3002,NCIt:C9120,Pancreatic ductal adenocarcinoma,BMGC_DS08986,pancreatic ductal adenocarcinoma,,,,
ACH-001125,MOG-G-CCM,primary,glioma,glioma,,LGG,CVCL_2613,NCIt:C9477,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma,ORDO:Orphanet_251589,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma
ACH-001126,MOG-G-UVW,primary,glioma,glioma,,LGG,CVCL_2614,NCIt:C9477,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma,ORDO:Orphanet_251589,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma
ACH-001127,MOLT-4,primary,lymphoid_neoplasm,T-cell_ALL,,ALL,CVCL_0013,NCIt:C9142,Adult T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-001138,NCI-H2141,metastasis,carcinoma,lung_small_cell,,SCLC,CVCL_1534,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-001151,OVCAR-5,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1628,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-001190,SK-MEL-2,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0069,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-001199,SNU-C2B,primary,carcinoma,colorectal,,COAD/READ,CVCL_1710,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-001203,SUP-HD1,primary,lymphoid_neoplasm,lymphoma_Hodgkin,,,CVCL_2208,NCIt:C9357,Hodgkin lymphoma,,,ORDO:Orphanet_98293,Hodgkin lymphoma,,
ACH-001233,VMRC-LCD,primary,carcinoma,lung_NSC,,LUAD,CVCL_1787,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-001306,8305C,primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1053,NCIt:C3878,Thyroid gland anaplastic carcinoma,,,ORDO:Orphanet_142,Anaplastic thyroid carcinoma,,
ACH-001307,8505C,primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1054,NCIt:C3878,Thyroid gland anaplastic carcinoma,,,ORDO:Orphanet_142,Anaplastic thyroid carcinoma,,
ACH-000001,NIH:OVCAR-3,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_0465,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000006,MONO-MAC-6,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_1426,NCIt:C8263,Adult acute monocytic leukemia,,,ORDO:Orphanet_514,Acute monoblastic/monocytic leukemia,,
ACH-000019,MCF7,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0031,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000023,PA-TU-8988T,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1847,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000040,U-118 MG,primary,glioma,glioma,CNS:Glioma,GBM,CVCL_0633,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-000045,MV-4-11,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0064,NCIt:C9163,Childhood acute monocytic leukemia,,,ORDO:Orphanet_514,Acute monoblastic/monocytic leukemia,,
ACH-000053,KARPAS-299,primary,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_T_cell,,CVCL_1324,NCIt:C37193,"Anaplastic large cell lymphoma, ALK-positive",,,ORDO:Orphanet_300895,ALK-positive anaplastic large cell lymphoma,BMGC_DS08403,ALK-positive anaplastic large cell lymphoma
ACH-000056,DOHH-2,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1179,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000058,ML-1,primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,,,,,,,,,
ACH-000061,HH,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,,,,,,,,,
ACH-000065,OCI-AML5,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_1620,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000073,GRANTA-519,primary,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1818,NCIt:C4337,Mantle cell lymphoma,BMGC_DS07533,mantle cell lymphoma,ORDO:Orphanet_52416,Mantle cell lymphoma,BMGC_DS07533,mantle cell lymphoma
ACH-000074,KU812,primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_0379,NCIt:C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS01409,"chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000075,U-87 MG,primary,glioma,glioma,CNS:Glioma,GBM,CVCL_0022,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000082,"G-292, clone A141B1",primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,CVCL_2909,NCIt:C9145,Osteosarcoma,BMGC_DS01819,osteosarcoma,ORDO:Orphanet_668,Osteosarcoma,BMGC_DS01819,osteosarcoma
ACH-000098,GAMG,primary,glioma,glioma,CNS:Glioma,LGG,CVCL_1226,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000099,SIMA,primary,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_1695,NCIt:C4827,Adrenal gland neuroblastoma,BMGC_DS06911,adrenal gland neuroblastoma,ORDO:Orphanet_635,Neuroblastoma,BMGC_DS01722,neuroblastoma
ACH-000100,RH-41,metastasis,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,CVCL_2176,NCIt:C3749,Alveolar rhabdomyosarcoma,BMGC_DS04065,alveolar rhabdomyosarcoma,ORDO:Orphanet_99756,Alveolar rhabdomyosarcoma,BMGC_DS04065,alveolar rhabdomyosarcoma
ACH-000113,OCI-AML2,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_1619,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000118,HUP-T3,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1299,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000124,OCI-LY-19,primary,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1878,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000151,JM1,primary,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_3532,NCIt:C8644,B acute lymphoblastic leukemia,,,ORDO:Orphanet_99860,Precursor B-cell acute lymphoblastic leukemia,BMGC_DS06157,precursor B-cell acute lymphoblastic leukemia
ACH-000155,SW 1990,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1723,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000157,A4/Fuk,primary,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1064,NCIt:C9143,Adult B acute lymphoblastic leukemia,,,ORDO:Orphanet_99860,Precursor B-cell acute lymphoblastic leukemia,BMGC_DS06157,precursor B-cell acute lymphoblastic leukemia
ACH-000193,KARPAS-620,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_1823,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000197,TALL-1,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,,,,,,,,,
ACH-000198,EOL-1,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0258,NCIt:C4563,"Chronic eosinophilic leukemia, not otherwise specified",,,ORDO:Orphanet_168940,Chronic eosinophilic leukemia,BMGC_DS06075,chronic eosinophilic leukemia
ACH-000213,HUP-T4,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1300,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000232,U-251 MG,primary,glioma,glioma,CNS:Glioma,GBM,CVCL_0021,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-000242,RT4,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_0036,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000259,KELLY,primary,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_2092,NCIt:C3270,Neuroblastoma,BMGC_DS01722,neuroblastoma,ORDO:Orphanet_635,Neuroblastoma,BMGC_DS01722,neuroblastoma
ACH-000263,KASUMI-1,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0589,NCIt:C9381,Childhood acute myeloid leukemia with maturation,,,ORDO:Orphanet_98834,Acute myeloblastic leukemia with maturation,BMGC_DS12540,acute myeloblastic leukemia with maturation
ACH-000265,KP4,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1338,NCIt:C207229,Pancreatic carcinoma,BMGC_DS04293,pancreatic carcinoma,,,,
ACH-000294,NB-4,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0005,NCIt:C3182,Acute promyelocytic leukemia with PML-RARA,,,ORDO:Orphanet_520,Acute promyelocytic leukemia,BMGC_DS01416,acute promyelocytic leukemia
ACH-000304,WM-115,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0040,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000315,KARPAS-422,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1325,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000336,OCI-AML3,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_1844,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000338,SR-786,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_T_cell,,CVCL_1711,NCIt:C37193,"Anaplastic large cell lymphoma, ALK-positive",,,ORDO:Orphanet_300895,ALK-positive anaplastic large cell lymphoma,BMGC_DS08403,ALK-positive anaplastic large cell lymphoma
ACH-000350,COLO-678,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1129,NCIt:C4910,Colon carcinoma,BMGC_DS07050,colon carcinoma,,,,
